Date,Symbol,Name,Sector,Open,High,Low,Close,Volume,AdjustedClose,PriceChange,PriceChangePercent
2025-08-11,MSFT,MSFT,Unknown,522.2999877929688,527.5900268554688,519.719970703125,521.77001953125,20194400,521.77001953125,-0.52996826171875,-0.10146817424947381
2025-08-12,MSFT,MSFT,Unknown,523.75,530.97998046875,522.7000122070312,529.239990234375,18667000,529.239990234375,5.489990234375,1.0482081593078758
2025-08-13,MSFT,MSFT,Unknown,532.1099853515625,532.7000122070312,519.3699951171875,520.5800170898438,19619200,520.5800170898438,-11.52996826171875,-2.1668392962219936
2025-08-14,MSFT,MSFT,Unknown,522.5599975585938,525.9500122070312,520.1400146484375,522.47998046875,20269100,522.47998046875,-0.08001708984375,-0.015312517264542014
2025-08-15,MSFT,MSFT,Unknown,522.77001953125,526.0999755859375,519.0800170898438,520.1699829101562,25213300,520.1699829101562,-2.60003662109375,-0.49735763795810517
2025-08-18,MSFT,MSFT,Unknown,521.5900268554688,522.8200073242188,514.02001953125,517.0999755859375,23760600,517.0999755859375,-4.49005126953125,-0.8608391722135882
2025-08-19,MSFT,MSFT,Unknown,515,515.1599731445312,508.54998779296875,509.7699890136719,21481000,509.7699890136719,-5.230010986328125,-1.0155361138501213
2025-08-20,MSFT,MSFT,Unknown,509.8699951171875,511,504.44000244140625,505.7200012207031,27723000,505.7200012207031,-4.149993896484375,-0.8139317740261511
2025-08-21,MSFT,MSFT,Unknown,503.69000244140625,507.6300048828125,502.7200012207031,504.239990234375,18443300,504.239990234375,0.54998779296875,0.10919172314378614
2025-08-22,MSFT,MSFT,Unknown,504.25,510.7300109863281,502.4100036621094,507.2300109863281,24324200,507.2300109863281,2.980010986328125,0.5909788768127169
2025-08-25,MSFT,MSFT,Unknown,506.6300048828125,508.19000244140625,504.1199951171875,504.260009765625,21638600,504.260009765625,-2.3699951171875,-0.4677960433345629
2025-08-26,MSFT,MSFT,Unknown,504.3599853515625,504.9800109863281,498.510009765625,502.0400085449219,30835700,502.0400085449219,-2.319976806640625,-0.4599843116070147
2025-08-27,MSFT,MSFT,Unknown,502,507.2900085449219,499.8999938964844,506.739990234375,17277900,506.739990234375,4.739990234375,0.9442211622260956
2025-08-28,MSFT,MSFT,Unknown,507.0899963378906,511.0899963378906,505.5,509.6400146484375,18015600,509.6400146484375,2.550018310546875,0.5028729276780515
2025-08-29,MSFT,MSFT,Unknown,508.6600036621094,509.6000061035156,504.489990234375,506.69000244140625,20954200,506.69000244140625,-1.970001220703125,-0.3872923380096835
2025-07-30,GOOGL,GOOGL,Unknown,195.60000610351562,197.60000610351562,194.69000244140625,196.52999877929688,32445400,196.52999877929688,0.92999267578125,0.47545636337510044
2025-07-31,GOOGL,GOOGL,Unknown,195.7100067138672,195.99000549316406,191.08999633789062,191.89999389648438,51329200,191.89999389648438,-3.8100128173828125,-1.9467644405904827
2025-08-01,GOOGL,GOOGL,Unknown,189.02999877929688,190.8300018310547,187.82000732421875,189.1300048828125,34832200,189.1300048828125,0.100006103515625,0.05290488502430121
2025-08-04,GOOGL,GOOGL,Unknown,190.2899932861328,195.27000427246094,190.1199951171875,195.0399932861328,31547400,195.0399932861328,4.75,2.496190113821477
2025-08-05,GOOGL,GOOGL,Unknown,194.7100067138672,197.86000061035156,193.88999938964844,194.6699981689453,31602300,194.6699981689453,-0.040008544921875,-0.020547760023792144
2025-08-06,GOOGL,GOOGL,Unknown,194.5,196.6300048828125,193.6699981689453,196.08999633789062,21562900,196.08999633789062,1.589996337890625,0.8174788369617609
2025-08-07,GOOGL,GOOGL,Unknown,197.05999755859375,197.5399932861328,194.3300018310547,196.52000427246094,26321800,196.52000427246094,-0.5399932861328125,-0.27402481113512195
2025-08-08,GOOGL,GOOGL,Unknown,197.22000122070312,202.61000061035156,197.1699981689453,201.4199981689453,39161800,201.4199981689453,4.1999969482421875,2.1295998997292847
2025-08-11,GOOGL,GOOGL,Unknown,200.94000244140625,201.47999572753906,199.07000732421875,201,25832400,201,0.05999755859375,0.02985844424444315
2025-08-12,GOOGL,GOOGL,Unknown,201.3699951171875,204.5,200.58999633789062,203.33999633789062,30397900,203.33999633789062,1.970001220703125,0.978299284139467
2025-08-13,GOOGL,GOOGL,Unknown,204.1300048828125,204.52999877929688,197.50999450683594,201.9600067138672,28342900,201.9600067138672,-2.1699981689453125,-1.0630471351779327
2025-08-14,GOOGL,GOOGL,Unknown,201.5,204.44000244140625,201.22999572753906,202.94000244140625,25230400,202.94000244140625,1.44000244140625,0.7146414101271712
2025-08-15,GOOGL,GOOGL,Unknown,203.85000610351562,206.44000244140625,201.27999877929688,203.89999389648438,34931400,203.89999389648438,0.04998779296875,0.024521850121194528
2025-08-18,GOOGL,GOOGL,Unknown,204.1999969482422,205.27000427246094,202.49000549316406,203.5,18526600,203.5,-0.6999969482421875,-0.3427996859469166
2025-08-19,GOOGL,GOOGL,Unknown,203.02999877929688,203.44000244140625,199.9600067138672,201.57000732421875,24240200,201.57000732421875,-1.459991455078125,-0.7191013465282065
2025-08-20,GOOGL,GOOGL,Unknown,200.72999572753906,201.27999877929688,196.60000610351562,199.32000732421875,28955500,199.32000732421875,-1.4099884033203125,-0.7024303459031408
2025-08-21,GOOGL,GOOGL,Unknown,199.75,202.47999572753906,199.42999267578125,199.75,19774600,199.75,0,0
2025-08-22,GOOGL,GOOGL,Unknown,202.72999572753906,208.5399932861328,201.3000030517578,206.08999633789062,42827000,206.08999633789062,3.3600006103515625,1.657377142584893
2025-08-25,GOOGL,GOOGL,Unknown,206.42999267578125,210.52000427246094,205.27999877929688,208.49000549316406,29928900,208.49000549316406,2.0600128173828125,0.9979232139092631
2025-08-26,GOOGL,GOOGL,Unknown,207.50999450683594,207.85000610351562,205.6999969482422,207.13999938964844,28464100,207.13999938964844,-0.3699951171875,-0.17830231168711796
2025-08-27,GOOGL,GOOGL,Unknown,205.6999969482422,208.91000366210938,205.64999389648438,207.47999572753906,23022900,207.47999572753906,1.779998779296875,0.8653372900850137
2025-08-28,GOOGL,GOOGL,Unknown,207.25,212.22000122070312,206.89999389648438,211.63999938964844,32339300,211.63999938964844,4.3899993896484375,2.118214422025784
2025-08-29,GOOGL,GOOGL,Unknown,210.50999450683594,214.64999389648438,210.1999969482422,212.91000366210938,39728400,212.91000366210938,2.4000091552734375,1.1400927356898019
2025-07-30,AMZN,AMZN,Unknown,231.63999938964844,231.8000030517578,229.2899932861328,230.19000244140625,32993300,230.19000244140625,-1.4499969482421875,-0.6259700190221056
2025-07-31,AMZN,AMZN,Unknown,235.77000427246094,236.52999877929688,231.39999389648438,234.11000061035156,104357300,234.11000061035156,-1.660003662109375,-0.7040775467735236
2025-08-01,AMZN,AMZN,Unknown,217.2100067138672,220.44000244140625,212.8000030517578,214.75,122258800,214.75,-2.4600067138671875,-1.132547598098359
2025-08-04,AMZN,AMZN,Unknown,217.39999389648438,217.44000244140625,211.4199981689453,211.64999389648438,77890100,211.64999389648438,-5.75,-2.644894278487367
2025-08-05,AMZN,AMZN,Unknown,213.0500030517578,216.3000030517578,212.8699951171875,213.75,51505100,213.75,0.6999969482421875,0.3285599334500512
2025-08-06,AMZN,AMZN,Unknown,214.6999969482422,222.64999389648438,213.74000549316406,222.30999755859375,54823000,222.30999755859375,7.6100006103515625,3.5444810053658773
2025-08-07,AMZN,AMZN,Unknown,221,226.22000122070312,220.82000732421875,223.1300048828125,40603500,223.1300048828125,2.1300048828125,0.9638031143947963
2025-08-08,AMZN,AMZN,Unknown,223.13999938964844,223.8000030517578,221.8800048828125,222.69000244140625,32970500,222.69000244140625,-0.4499969482421875,-0.2016657477247726
2025-08-11,AMZN,AMZN,Unknown,221.77999877929688,223.0500030517578,220.39999389648438,221.3000030517578,31646200,221.3000030517578,-0.4799957275390625,-0.21642877183741333
2025-08-12,AMZN,AMZN,Unknown,222.22999572753906,223.5,219.0500030517578,221.47000122070312,37185800,221.47000122070312,-0.7599945068359375,-0.3419855651564313
2025-08-13,AMZN,AMZN,Unknown,222,224.9199981689453,222,224.55999755859375,36508300,224.55999755859375,2.55999755859375,1.1531520534206081
2025-08-14,AMZN,AMZN,Unknown,227.39999389648438,233.11000061035156,227.02000427246094,230.97999572753906,61545800,230.97999572753906,3.5800018310546875,1.5743192291748056
2025-08-15,AMZN,AMZN,Unknown,232.5800018310547,234.0800018310547,229.80999755859375,231.02999877929688,39649200,231.02999877929688,-1.5500030517578125,-0.6664386617744243
2025-08-18,AMZN,AMZN,Unknown,230.22999572753906,231.91000366210938,228.3300018310547,231.49000549316406,25248900,231.49000549316406,1.260009765625,0.5472830599867329
2025-08-19,AMZN,AMZN,Unknown,230.08999633789062,230.52999877929688,227.1199951171875,228.00999450683594,29891000,228.00999450683594,-2.0800018310546875,-0.9039948994567211
2025-08-20,AMZN,AMZN,Unknown,227.1199951171875,227.27000427246094,220.9199981689453,223.80999755859375,36604300,223.80999755859375,-3.30999755859375,-1.4573783153200073
2025-08-21,AMZN,AMZN,Unknown,222.64999389648438,222.77999877929688,220.5,221.9499969482422,32140500,221.9499969482422,-0.6999969482421875,-0.3143934279951671
2025-08-22,AMZN,AMZN,Unknown,222.7899932861328,229.13999938964844,220.82000732421875,228.83999633789062,37315300,228.83999633789062,6.0500030517578125,2.7155631913807254
2025-08-25,AMZN,AMZN,Unknown,227.35000610351562,229.60000610351562,227.30999755859375,227.94000244140625,22633700,227.94000244140625,0.589996337890625,0.2595101482522026
2025-08-26,AMZN,AMZN,Unknown,227.11000061035156,229,226.02000427246094,228.7100067138672,26105400,228.7100067138672,1.600006103515625,0.7045071107461824
2025-08-27,AMZN,AMZN,Unknown,228.57000732421875,229.8699951171875,227.80999755859375,229.1199951171875,21254500,229.1199951171875,0.54998779296875,0.24062115559571692
2025-08-28,AMZN,AMZN,Unknown,229.00999450683594,232.7100067138672,228.02000427246094,231.60000610351562,33679600,231.60000610351562,2.5900115966796875,1.1309600710908605
2025-08-29,AMZN,AMZN,Unknown,231.32000732421875,231.80999755859375,228.16000366210938,229,26177800,229,-2.32000732421875,-1.00294278521573
2025-07-30,TSLA,TSLA,Unknown,322.17999267578125,324.45001220703125,311.6199951171875,319.0400085449219,83931900,319.0400085449219,-3.139984130859375,-0.9746055628039041
2025-07-31,TSLA,TSLA,Unknown,319.6099853515625,321.3699951171875,306.1000061035156,308.2699890136719,85270900,308.2699890136719,-11.339996337890625,-3.548073232260541
2025-08-01,TSLA,TSLA,Unknown,306.2099914550781,309.30999755859375,297.82000732421875,302.6300048828125,89121400,302.6300048828125,-3.579986572265625,-1.1691279423162844
2025-08-04,TSLA,TSLA,Unknown,309.0799865722656,312.1199951171875,303,309.260009765625,78683900,309.260009765625,0.180023193359375,0.05824485608267748
2025-08-05,TSLA,TSLA,Unknown,308.95001220703125,312.45001220703125,305.5,308.7200012207031,57961300,308.7200012207031,-0.230010986328125,-0.07444925626803076
2025-08-06,TSLA,TSLA,Unknown,307.8900146484375,320.4700012207031,306.92999267578125,319.9100036621094,78523600,319.9100036621094,12.019989013671875,3.903987931338674
2025-08-07,TSLA,TSLA,Unknown,319.7900085449219,322.3999938964844,316.1600036621094,322.2699890136719,66658700,322.2699890136719,2.47998046875,0.7755027994883804
2025-08-08,TSLA,TSLA,Unknown,321.42999267578125,335.1499938964844,320.9800109863281,329.6499938964844,91200300,329.6499938964844,8.220001220703125,2.557322405502602
2025-08-11,TSLA,TSLA,Unknown,335,346.6400146484375,334.1499938964844,339.0299987792969,105320200,339.0299987792969,4.029998779296875,1.2029847102378732
2025-08-12,TSLA,TSLA,Unknown,345,345.260009765625,332.94000244140625,340.8399963378906,80522100,340.8399963378906,-4.160003662109375,-1.2057981629302537
2025-08-13,TSLA,TSLA,Unknown,341.5,348.9800109863281,338.20001220703125,339.3800048828125,67838900,339.3800048828125,-2.1199951171875,-0.620789199762079
2025-08-14,TSLA,TSLA,Unknown,335.760009765625,340.4700012207031,330.3999938964844,335.5799865722656,75000700,335.5799865722656,-0.180023193359375,-0.05361662738961646
2025-08-15,TSLA,TSLA,Unknown,337.6600036621094,339.29998779296875,327.0199890136719,330.55999755859375,74319800,330.55999755859375,-7.100006103515625,-2.1027086496807836
2025-08-18,TSLA,TSLA,Unknown,329.6199951171875,336.2699890136719,329.5899963378906,335.1600036621094,56956600,335.1600036621094,5.540008544921875,1.680725874336681
2025-08-19,TSLA,TSLA,Unknown,335.7900085449219,340.54998779296875,327.8500061035156,329.30999755859375,75956000,329.30999755859375,-6.480010986328125,-1.9297807622114613
2025-08-20,TSLA,TSLA,Unknown,329.2200012207031,331.3699951171875,314.6000061035156,323.8999938964844,77481800,323.8999938964844,-5.32000732421875,-1.615942927067883
2025-08-21,TSLA,TSLA,Unknown,322.0799865722656,324.8999938964844,318.67999267578125,320.1099853515625,55744400,320.1099853515625,-1.970001220703125,-0.6116496841883445
2025-08-22,TSLA,TSLA,Unknown,321.6600036621094,340.25,319.69000244140625,340.010009765625,94016300,340.010009765625,18.350006103515625,5.704783278803775
2025-08-25,TSLA,TSLA,Unknown,338.8999938964844,349.5299987792969,335.0299987792969,346.6000061035156,86670000,346.6000061035156,7.70001220703125,2.2720602967562127
2025-08-26,TSLA,TSLA,Unknown,344.92999267578125,351.8999938964844,343.7200012207031,351.6700134277344,76651600,351.6700134277344,6.740020751953125,1.9540257139333321
2025-08-27,TSLA,TSLA,Unknown,351.94000244140625,355.3900146484375,349.1600036621094,349.6000061035156,65519000,349.6000061035156,-2.339996337890625,-0.6648850149622324
2025-08-28,TSLA,TSLA,Unknown,350.9100036621094,353.54998779296875,340.260009765625,345.9800109863281,67903200,345.9800109863281,-4.92999267578125,-1.4049165382382007
2025-08-29,TSLA,TSLA,Unknown,347.2300109863281,348.75,331.70001220703125,333.8699951171875,81145700,333.8699951171875,-13.360015869140625,-3.847598262371009
2025-07-30,NVDA,NVDA,Unknown,176.50999450683594,179.88999938964844,176.0399932861328,179.27000427246094,174312200,179.27000427246094,2.760009765625,1.563656365939159
2025-07-31,NVDA,NVDA,Unknown,182.89999389648438,183.3000030517578,175.92999267578125,177.8699951171875,221685400,177.8699951171875,-5.029998779296875,-2.750136111072642
2025-08-01,NVDA,NVDA,Unknown,174.08999633789062,176.5399932861328,170.88999938964844,173.72000122070312,204529000,173.72000122070312,-0.3699951171875,-0.21253094661991828
2025-08-04,NVDA,NVDA,Unknown,175.16000366210938,180.1999969482422,174.52000427246094,180,148174600,180,4.839996337890625,2.763185793959659
2025-08-05,NVDA,NVDA,Unknown,179.6199951171875,180.25999450683594,175.89999389648438,178.25999450683594,156407600,178.25999450683594,-1.3600006103515625,-0.7571543521445216
2025-08-06,NVDA,NVDA,Unknown,176.3300018310547,179.89999389648438,176.25,179.4199981689453,137192300,179.4199981689453,3.089996337890625,1.7523939804930146
2025-08-07,NVDA,NVDA,Unknown,181.57000732421875,183.8800048828125,178.8000030517578,180.77000427246094,151878400,180.77000427246094,-0.8000030517578125,-0.4406030839274543
2025-08-08,NVDA,NVDA,Unknown,181.5500030517578,183.3000030517578,180.39999389648438,182.6999969482422,123396700,182.6999969482422,1.149993896484375,0.6334309430755146
2025-08-11,NVDA,NVDA,Unknown,182.0500030517578,183.83999633789062,180.25,182.05999755859375,138323200,182.05999755859375,0.0099945068359375,0.00548997894446396
2025-08-12,NVDA,NVDA,Unknown,182.9600067138672,184.47999572753906,179.4600067138672,183.16000366210938,145485700,183.16000366210938,0.1999969482421875,0.10931183914688228
2025-08-13,NVDA,NVDA,Unknown,182.6199951171875,183.97000122070312,179.35000610351562,181.58999633789062,179871700,181.58999633789062,-1.029998779296875,-0.5640120506168689
2025-08-14,NVDA,NVDA,Unknown,179.75,183.02000427246094,179.4600067138672,182.02000427246094,129554000,182.02000427246094,2.2700042724609375,1.2628674672939848
2025-08-15,NVDA,NVDA,Unknown,181.8800048828125,181.89999389648438,178.0399932861328,180.4499969482422,156602200,180.4499969482422,-1.4300079345703125,-0.7862370223113223
2025-08-18,NVDA,NVDA,Unknown,180.60000610351562,182.94000244140625,180.58999633789062,182.00999450683594,132008000,182.00999450683594,1.4099884033203125,0.7807244494289445
2025-08-19,NVDA,NVDA,Unknown,182.42999267578125,182.5,175.49000549316406,175.63999938964844,185229200,175.63999938964844,-6.7899932861328125,-3.72197202145381
2025-08-20,NVDA,NVDA,Unknown,175.1699981689453,176,168.8000030517578,175.39999389648438,215142700,175.39999389648438,0.2299957275390625,0.13129858420004076
2025-08-21,NVDA,NVDA,Unknown,174.85000610351562,176.89999389648438,173.80999755859375,174.97999572753906,140040900,174.97999572753906,0.1299896240234375,0.07434350556812698
2025-08-22,NVDA,NVDA,Unknown,172.61000061035156,178.58999633789062,171.1999969482422,177.99000549316406,172789400,177.99000549316406,5.3800048828125,3.1168558390526164
2025-08-25,NVDA,NVDA,Unknown,178.35000610351562,181.91000366210938,176.57000732421875,179.80999755859375,163012800,179.80999755859375,1.459991455078125,0.8186102635907596
2025-08-26,NVDA,NVDA,Unknown,180.05999755859375,182.38999938964844,178.80999755859375,181.77000427246094,168688200,181.77000427246094,1.7100067138671875,0.9496871804137007
2025-08-27,NVDA,NVDA,Unknown,181.97999572753906,182.49000549316406,179.10000610351562,181.60000610351562,235518900,181.60000610351562,-0.3799896240234375,-0.20880845859143712
2025-08-28,NVDA,NVDA,Unknown,180.82000732421875,184.47000122070312,176.41000366210938,180.1699981689453,281787800,180.1699981689453,-0.6500091552734375,-0.3594785582039827
2025-08-29,NVDA,NVDA,Unknown,178.11000061035156,178.14999389648438,173.14999389648438,174.17999267578125,242726800,174.17999267578125,-3.9300079345703125,-2.206506047444202
2025-07-30,META,META,Unknown,708.0900268554688,708.5,691.2000122070312,695.2100219726562,27077300,695.2100219726562,-12.8800048828125,-1.818978434142173
2025-07-31,META,META,Unknown,775.2000122070312,784.75,765.510009765625,773.4400024414062,38831100,773.4400024414062,-1.760009765625,-0.22703943987489997
2025-08-01,META,META,Unknown,760.72998046875,766,745.3099975585938,750.010009765625,19028700,750.010009765625,-10.719970703125,-1.4091689532887242
2025-08-04,META,META,Unknown,760,776.8499755859375,758.4099731445312,776.3699951171875,15801700,776.3699951171875,16.3699951171875,2.1539467259457235
2025-08-05,META,META,Unknown,776.4500122070312,783.1300048828125,763,763.4600219726562,11640300,763.4600219726562,-12.989990234375,-1.6729976212443372
2025-08-06,META,META,Unknown,770,773.6400146484375,760.4600219726562,771.989990234375,9733900,771.989990234375,1.989990234375,0.2584402901785714
2025-08-07,META,META,Unknown,773.489990234375,775,759.5499877929688,761.8300170898438,9019700,761.8300170898438,-11.65997314453125,-1.5074497785030372
2025-08-08,META,META,Unknown,762.75,769.9000244140625,758.5800170898438,769.2999877929688,7320800,769.2999877929688,6.54998779296875,0.8587332406383152
2025-08-11,META,META,Unknown,770.0800170898438,773.4600219726562,764.6699829101562,765.8699951171875,7612000,765.8699951171875,-4.21002197265625,-0.5466992882851387
2025-08-12,META,META,Unknown,773,793.6699829101562,772.4299926757812,790,14563100,790,17,2.1992238033635187
2025-08-13,META,META,Unknown,791.1500244140625,795.4600219726562,778.22998046875,780.0800170898438,8811800,780.0800170898438,-11.07000732421875,-1.3992298530758893
2025-08-14,META,META,Unknown,777.8800048828125,787.8099975585938,772.510009765625,782.1300048828125,8116200,782.1300048828125,4.25,0.5463567611099943
2025-08-15,META,META,Unknown,784.1500244140625,796.25,780.8200073242188,785.22998046875,13375400,785.22998046875,1.0799560546875,0.13772314239159422
2025-08-18,META,META,Unknown,775.0900268554688,775.8099975585938,756.5599975585938,767.3699951171875,16513700,767.3699951171875,-7.72003173828125,-0.9960174264661009
2025-08-19,META,META,Unknown,767.1199951171875,767.1699829101562,749.3599853515625,751.47998046875,12286700,751.47998046875,-15.6400146484375,-2.038796374490054
2025-08-20,META,META,Unknown,747.5700073242188,750.2000122070312,731,747.719970703125,11898200,747.719970703125,0.14996337890625,0.0200601117536824
2025-08-21,META,META,Unknown,744.7100219726562,745.5,733.1099853515625,739.0999755859375,8876300,739.0999755859375,-5.61004638671875,-0.7533195769083842
2025-08-22,META,META,Unknown,739.22998046875,756.9000244140625,734.3900146484375,754.7899780273438,10612700,754.7899780273438,15.55999755859375,2.1048926544790656
2025-08-25,META,META,Unknown,754.8200073242188,758.8800048828125,750.1300048828125,753.2999877929688,6861200,753.2999877929688,-1.52001953125,-0.20137509823545313
2025-08-26,META,META,Unknown,750.7999877929688,754.8699951171875,747.9400024414062,754.0999755859375,7601800,754.0999755859375,3.29998779296875,0.439529548031734
2025-08-27,META,META,Unknown,752.2999877929688,754.1500244140625,742.8400268554688,747.3800048828125,8315400,747.3800048828125,-4.91998291015625,-0.6539921560533399
2025-08-28,META,META,Unknown,744,753.0499877929688,740.7999877929688,751.1099853515625,7468000,751.1099853515625,7.1099853515625,0.9556431924143145
2025-08-29,META,META,Unknown,745.280029296875,747.1400146484375,735.3499755859375,738.7000122070312,9070500,738.7000122070312,-6.58001708984375,-0.8828919105817962
2025-07-30,JNJ,JNJ,Unknown,167.6999969482422,168.61000061035156,166.77999877929688,167.25999450683594,6189200,167.25999450683594,-0.44000244140625,-0.2623747462214024
2025-07-31,JNJ,JNJ,Unknown,165.92999267578125,167.07000732421875,164.22999572753906,164.74000549316406,11036200,164.74000549316406,-1.1899871826171875,-0.7171621980013956
2025-08-01,JNJ,JNJ,Unknown,165.47999572753906,167.6199951171875,164.7899932861328,167.3300018310547,8927800,167.3300018310547,1.850006103515625,1.1179635915398736
2025-08-04,JNJ,JNJ,Unknown,167.02999877929688,171.19000244140625,166.63999938964844,171.0399932861328,12679100,171.0399932861328,4.0099945068359375,2.4007630582183603
2025-08-05,JNJ,JNJ,Unknown,170.5399932861328,171.55999755859375,169.64999389648438,170.74000549316406,7934400,170.74000549316406,0.20001220703125,0.11728170218446565
2025-08-06,JNJ,JNJ,Unknown,169.91000366210938,172.17999267578125,169.67999267578125,170.58999633789062,8957200,170.58999633789062,0.67999267578125,0.40020755760415017
2025-08-07,JNJ,JNJ,Unknown,171.1699981689453,171.6199951171875,169.9199981689453,171.52999877929688,9315900,171.52999877929688,0.3600006103515625,0.21031758731237513
2025-08-08,JNJ,JNJ,Unknown,171.02000427246094,173.9600067138672,170.38999938964844,173.3300018310547,7686800,173.3300018310547,2.30999755859375,1.3507177528270737
2025-08-11,JNJ,JNJ,Unknown,173.39999389648438,174.60000610351562,173.0500030517578,173.82000732421875,7256800,173.82000732421875,0.420013427734375,0.24222228518941755
2025-08-12,JNJ,JNJ,Unknown,174,174.75999450683594,171.80999755859375,172.77999877929688,7916700,172.77999877929688,-1.220001220703125,-0.7011501268408765
